ACC_ID	PDBID	CHAINID	P_status
P24941	2uzb	C	P
P24941	2uzd	A	P
P24941	2uzd	C	P
P24941	2uze	A	P
P24941	2uze	C	P
P24941	2uzl	A	P
P24941	2uzl	C	P
P24941	2wma	A	P
P24941	2wma	C	P
P24941	2wmb	A	P
P24941	2wmb	C	P
P24941	3bht	A	P
P24941	3bht	C	P
P24941	3bhu	A	P
P24941	3bhu	C	P
P24941	3bhv	A	P
P24941	3bhv	C	P
P24941	3ddp	A	P
P24941	3ddp	C	P
P24941	3ddq	A	P
P24941	3ddq	C	P
P24941	3dog	A	P
P24941	3dog	C	P
P24941	3my5	A	P
P24941	3my5	C	P
P24941	3qhr	A	P
P24941	3qhr	C	P
P24941	3qhw	A	P
P24941	3qhw	C	P
P24941	3tnw	A	P
P24941	3tnw	C	P
P24941	4bck	A	P
P24941	4bck	C	P
P24941	4bcm	A	P
P24941	4bcm	C	P
P24941	4bcn	A	P
P24941	4bcn	C	P
P24941	4bco	A	P
P24941	4bco	C	P
P24941	4bcp	A	P
P24941	4bcp	C	P
P24941	4bcq	A	P
P24941	4bcq	C	P
P24941	4cfm	A	P
P24941	4cfm	C	P
P24941	4cfn	A	P
P24941	4cfn	C	P
P24941	4cfu	A	P
P24941	4cfu	C	P
P24941	4cfv	A	P
P24941	4cfv	C	P
P24941	4cfw	A	P
P24941	4cfw	C	P
P24941	4cfx	A	P
P24941	4cfx	C	P
P24941	4eoi	A	P
P24941	4eoi	C	P
P24941	4eoj	A	P
P24941	4eoj	C	P
P24941	4eok	A	P
P24941	4eok	C	P
P24941	4eol	A	P
P24941	4eol	C	P
P24941	4eom	A	P
P24941	4eom	C	P
P24941	4eon	A	P
P24941	4eon	C	P
P24941	4eoo	A	P
P24941	4eoo	C	P
P24941	4eop	A	P
P24941	4eop	C	P
P24941	4eoq	A	P
P24941	4eoq	C	P
P24941	4eor	A	P
P24941	4eor	C	P
P24941	4eos	A	P
P24941	4eos	C	P
P24941	4i3z	A	P
P24941	4i3z	C	P
P24941	4ii5	A	P
P24941	4ii5	C	P
P24941	5cyi	A	P
P24941	5cyi	C	P
P24941	5l2w	A	P
P24941	5lmk	A	P
P24941	5lmk	C	P
P24941	5nev	A	P
P24941	5nev	C	P
P24941	6ath	A	P
P24941	6gub	A	P
P24941	6gub	C	P
P24941	6guc	A	P
P24941	6guc	C	P
P24941	6gue	A	P
P24941	6gue	C	P
P24941	6guf	A	P
P24941	6guf	C	P
P24941	6gva	A	P
P24941	6rij	A	P
P24941	6rij	C	P
P24941	6sg4	A	P
P24941	6sg4	C	P
P24941	7ack	A	P
P24941	7ack	C	P
P24941	7b5l	L	P
P24941	7b5r	L	P
P24941	7b7s	A	P
P24941	7b7s	C	P
P24941	7kjs	A	P
P24941	7mkx	A	P
P24941	7mkx	C	P
P24941	7qhl	A	P
P24941	7qhl	C	P
P24941	8b54	A	P
P24941	8b54	C	P
P24941	8bya	A	P
P24941	8bzo	A	P
P24941	8h6p	A	P
P24941	8h6t	A	P
P24941	8vq3	A	P
P24941	8vq4	A	P
P24941	5k4j	A	NP
P24941	3r8v	A	NP
P24941	2wfy	A	NP
P24941	2w06	A	NP
P24941	2xmy	A	NP
P24941	2r3i	A	NP
P24941	8oy2	A	NP
P24941	2exm	A	NP
P24941	4fkt	A	NP
P24941	1fvt	A	NP
P24941	6guk	A	NP
P24941	6q4e	A	NP
P24941	4fki	A	NP
P24941	1ke7	A	NP
P24941	3tiy	A	NP
P24941	2wih	C	NP
P24941	2wpa	A	NP
P24941	1gij	A	NP
P24941	3s0o	A	NP
P24941	3qwk	A	NP
P24941	3ig7	A	NP
P24941	5iey	A	NP
P24941	7s84	A	NP
P24941	1ke8	A	NP
P24941	5ank	A	NP
P24941	4fkq	A	NP
P24941	2r3r	A	NP
P24941	8erd	A	NP
P24941	3r83	A	NP
P24941	1fin	A	NP
P24941	7ug1	A	NP
P24941	2c6i	A	NP
P24941	3qqj	A	NP
P24941	3r7u	A	NP
P24941	6p3w	C	NP
P24941	2bkz	C	NP
P24941	3ral	A	NP
P24941	3pxf	A	NP
P24941	6q4b	A	NP
P24941	2vtt	A	NP
P24941	2r3g	A	NP
P24941	2wev	A	NP
P24941	3qx2	A	NP
P24941	2j9m	A	NP
P24941	3pxr	A	NP
P24941	2vtr	A	NP
P24941	1ke9	A	NP
P24941	3pxz	A	NP
P24941	7zpc	A	NP
P24941	1ol1	A	NP
P24941	2c6l	A	NP
P24941	3rzb	A	NP
P24941	1jvp	P	NP
P24941	8roz	A	NP
P24941	3qru	A	NP
P24941	3ql8	A	NP
P24941	4fkr	A	NP
P24941	2wev	C	NP
P24941	3qqg	A	NP
P24941	8cur	A	NP
P24941	1okv	C	NP
P24941	3rk5	A	NP
P24941	5iex	A	NP
P24941	3pxy	A	NP
P24941	1pxn	A	NP
P24941	3ti1	A	NP
P24941	1fvv	C	NP
P24941	1okv	A	NP
P24941	4fkg	A	NP
P24941	1h0w	A	NP
P24941	4fkp	A	NP
P24941	2b52	A	NP
P24941	1f5q	C	NP
P24941	3r8u	A	NP
P24941	8fow	A	NP
P24941	1g5s	A	NP
P24941	2r3k	A	NP
P24941	2vtn	A	NP
P24941	1urc	A	NP
P24941	3qzf	A	NP
P24941	6inl	A	NP
P24941	3qtz	A	NP
P24941	2r3n	A	NP
P24941	2uzn	A	NP
P24941	1vyw	C	NP
P24941	3f5x	A	NP
P24941	1hcl	A	NP
P24941	6p3w	A	NP
P24941	5oo3	A	NP
P24941	2wpa	C	NP
P24941	2clx	A	NP
P24941	2v0d	A	NP
P24941	3qtu	A	NP
P24941	3rk9	A	NP
P24941	2c69	A	NP
P24941	1h07	A	NP
P24941	2wip	C	NP
P24941	8uv0	A	NP
P24941	2bhe	A	NP
P24941	2c6m	A	NP
P24941	2wih	A	NP
P24941	7uxi	A	NP
P24941	3eoc	A	NP
P24941	1p2a	A	NP
P24941	3qu0	A	NP
P24941	2x1n	A	NP
P24941	1ol2	A	NP
P24941	2bpm	A	NP
P24941	2vtm	A	NP
P24941	2v22	C	NP
P24941	2whb	C	NP
P24941	2c5y	A	NP
P24941	2r3l	A	NP
P24941	3rpo	A	NP
P24941	5ano	A	NP
P24941	2bkz	A	NP
P24941	7rwf	A	NP
P24941	1ke6	A	NP
P24941	1w0x	C	NP
P24941	3qzi	A	NP
P24941	1di8	A	NP
P24941	5jq8	A	NP
P24941	4fks	A	NP
P24941	3qqk	A	NP
P24941	3r7i	A	NP
P24941	5fp6	A	NP
P24941	3ns9	A	NP
P24941	4ek8	A	NP
P24941	3eoc	C	NP
P24941	6q4i	A	NP
P24941	6q4d	A	NP
P24941	1pf8	A	NP
P24941	3unj	A	NP
P24941	2vto	A	NP
P24941	2r64	A	NP
P24941	3qxp	A	NP
P24941	1ol2	C	NP
P24941	5osj	A	NP
P24941	2duv	A	NP
P24941	6ylk	A	NP
P24941	1okw	C	NP
P24941	5iev	A	NP
P24941	6q3f	A	NP
P24941	1h01	A	NP
P24941	3s1h	A	NP
P24941	8fp5	A	NP
P24941	3ezr	A	NP
P24941	3rpy	A	NP
P24941	6q4j	A	NP
P24941	4ez3	A	NP
P24941	3r8p	A	NP
P24941	1ke5	A	NP
P24941	8ern	A	NP
P24941	3pj8	A	NP
P24941	8ru8	A	NP
P24941	3uli	A	NP
P24941	1okw	A	NP
P24941	5if1	C	NP
P24941	4gcj	A	NP
P24941	4d1x	A	NP
P24941	1w8c	A	NP
P24941	3pxq	A	NP
P24941	3lfs	A	NP
P24941	1pxk	A	NP
P24941	2c5n	C	NP
P24941	2wxv	A	NP
P24941	5uq3	A	NP
P24941	2r3m	A	NP
P24941	5osm	A	NP
P24941	2fvd	A	NP
P24941	3tiz	A	NP
P24941	6q4f	A	NP
P24941	2vti	A	NP
P24941	4fkw	A	NP
P24941	3unk	A	NP
P24941	1pxo	A	NP
P24941	3rni	A	NP
P24941	2r3o	A	NP
P24941	3qql	A	NP
P24941	3eid	A	NP
P24941	4fku	A	NP
P24941	2wip	A	NP
P24941	1hck	A	NP
P24941	3rk7	A	NP
P24941	2wfy	C	NP
P24941	3r1q	A	NP
P24941	1h0v	A	NP
P24941	2b53	A	NP
P24941	1vyz	A	NP
P24941	6q3b	A	NP
P24941	3r6x	A	NP
P24941	1r78	A	NP
P24941	1b38	A	NP
P24941	1e1x	A	NP
P24941	2c5o	C	NP
P24941	2vtj	A	NP
P24941	1jsv	A	NP
P24941	2c5x	A	NP
P24941	3r1y	A	NP
P24941	7rxo	A	NP
P24941	4fko	A	NP
P24941	3r73	A	NP
P24941	3qqf	A	NP
P24941	3fz1	A	NP
P24941	5oo0	A	NP
P24941	1aq1	A	NP
P24941	3s00	A	NP
P24941	2c6k	A	NP
P24941	3r8z	A	NP
P24941	3sqq	A	NP
P24941	6oqi	A	NP
P24941	2bts	A	NP
P24941	1pxm	A	NP
P24941	1oit	A	NP
P24941	3r7v	A	NP
P24941	1e1v	A	NP
P24941	3rmf	A	NP
P24941	2b55	A	NP
P24941	3s2p	A	NP
P24941	3r9n	A	NP
P24941	3rah	A	NP
P24941	5uq2	A	NP
P24941	2vts	A	NP
P24941	3qrt	A	NP
P24941	2vta	A	NP
P24941	3qzh	A	NP
P24941	1buh	A	NP
P24941	1gih	A	NP
P24941	2c6o	A	NP
P24941	2a0c	X	NP
P24941	3qxo	A	NP
P24941	2c5o	A	NP
P24941	3py1	A	NP
P24941	3r8l	A	NP
P24941	7s85	A	NP
P24941	4fx3	A	NP
P24941	2w1h	A	NP
P24941	2wxv	C	NP
P24941	3qts	A	NP
P24941	3r9d	A	NP
P24941	2vv9	A	NP
P24941	2v22	A	NP
P24941	2uue	A	NP
P24941	7s9x	A	NP
P24941	4kd1	A	NP
P24941	6q4a	A	NP
P24941	3r8m	A	NP
P24941	3ej1	A	NP
P24941	2a4l	A	NP
P24941	7e34	A	NP
P24941	4ek6	A	NP
P24941	5jq5	A	NP
P24941	2b54	A	NP
P24941	3qwj	A	NP
P24941	2vtl	A	NP
P24941	6guh	A	NP
P24941	3rjc	A	NP
P24941	3lfn	A	NP
P24941	2uzo	A	NP
P24941	1y8y	A	NP
P24941	7s4t	A	NP
P24941	2xnb	A	NP
P24941	3igg	A	NP
P24941	5ang	A	NP
P24941	4nj3	A	NP
P24941	2vu3	A	NP
P24941	6q4k	A	NP
P24941	3rai	A	NP
P24941	3r71	A	NP
P24941	2bhh	A	NP
P24941	3r7e	A	NP
P24941	5a14	A	NP
P24941	5ane	A	NP
P24941	2c4g	A	NP
P24941	1ckp	A	NP
P24941	5uq1	A	NP
P24941	3rpv	A	NP
P24941	3qtx	A	NP
P24941	2whb	A	NP
P24941	6q4c	A	NP
P24941	3qzg	A	NP
P24941	4acm	A	NP
P24941	6q4h	A	NP
P24941	5anj	A	NP
P24941	3f5x	C	NP
P24941	8fp0	A	NP
P24941	5oo1	A	NP
P24941	7ra5	A	NP
P24941	2w17	A	NP
P24941	2vth	A	NP
P24941	4ez7	A	NP
P24941	3rm7	A	NP
P24941	3rkb	A	NP
P24941	6q4g	A	NP
P24941	1pxj	A	NP
P24941	3py0	A	NP
P24941	1vyw	A	NP
P24941	6jgm	A	NP
P24941	2r3p	A	NP
P24941	2vtp	A	NP
P24941	4ek5	A	NP
P24941	2r3h	A	NP
P24941	2c5x	C	NP
P24941	2w05	A	NP
P24941	2i40	C	NP
P24941	3qqh	A	NP
P24941	4ek3	A	NP
P24941	6q48	A	NP
P24941	3wbl	A	NP
P24941	2bpm	C	NP
P24941	7sa0	A	NP
P24941	2uue	C	NP
P24941	3qtq	A	NP
P24941	2r3f	A	NP
P24941	4fx3	C	NP
P24941	3le6	A	NP
P24941	3r1s	A	NP
P24941	1gii	A	NP
P24941	2vtq	A	NP
P24941	6yl6	A	NP
P24941	2ds1	A	NP
P24941	4fkl	A	NP
P24941	1f5q	A	NP
P24941	1fin	C	NP
P24941	2c4g	C	NP
P24941	4lyn	A	NP
P24941	3qx4	A	NP
P24941	3rak	A	NP
P24941	3sw7	A	NP
P24941	6q49	A	NP
P24941	4bgh	A	NP
P24941	1h08	A	NP
P24941	1urw	A	NP
P24941	3r28	A	NP
P24941	7m2f	A	NP
P24941	5mhq	A	NP
P24941	2btr	A	NP
P24941	5and	A	NP
P24941	4fkj	A	NP
P24941	2r3j	A	NP
P24941	6q3c	A	NP
P24941	3r9h	A	NP
P24941	7nvq	A	NP
P24941	3qtw	A	NP
P24941	3lfq	A	NP
P24941	3rm6	A	NP
P24941	2c5n	A	NP
P24941	1v1k	A	NP
P24941	3rpr	A	NP
P24941	1dm2	A	NP
P24941	6yl1	A	NP
P24941	1urc	C	NP
P24941	1pw2	A	NP
P24941	3r7y	A	NP
P24941	4rj3	A	NP
P24941	5if1	A	NP
P24941	1wcc	A	NP
P24941	1pxi	A	NP
P24941	4fkv	A	NP
P24941	3qtr	A	NP
P24941	1pxl	A	NP
P24941	4bzd	A	NP
P24941	1h00	A	NP
P24941	7s7a	A	NP
P24941	1gz8	A	NP
P24941	3eid	C	NP
P24941	3ej1	C	NP
P24941	1pxp	A	NP
P24941	1b39	A	NP
P24941	3ezv	A	NP
P24941	4erw	A	NP
P24941	1ol1	C	NP
P24941	4ek4	A	NP
P24941	2c5v	C	NP
P24941	1fvv	A	NP
P24941	5ani	A	NP
P24941	1oir	A	NP
P24941	1y91	A	NP
P24941	3roy	A	NP
P24941	2i40	A	NP
P24941	2c5v	A	NP
P24941	2c68	A	NP
P24941	7vdu	A	NP
P24941	3sw4	A	NP
P24941	3r9o	A	NP
P24941	1ykr	A	NP
P24941	2x1n	C	NP
P24941	5uq1	C	NP
P24941	2r3q	A	NP
P25054	1th1	C	P
P25054	1th1	D	P
P25054	1v18	B	NP
P25685	4wb7	A	P
P25685	4wb7	B	P
P25685	6byr	A	P
P25685	6byr	C	P
P25685	8fe2	A	P
P25685	8fe2	B	P
P25685	8fe5	A	P
P25685	8fe5	B	P
P25685	8fec	A	P
P25685	8fec	B	P
P25685	3agz	A	NP
P25685	7ndx	A	NP
P25685	3agx	A	NP
P25685	3agz	B	NP
P25685	3agy	A	NP
P25685	3agy	B	NP
P25685	2qld	A	NP
P26361	1r0z	A	P
P26361	1r0z	B	P
P26361	1r0z	C	P
P26361	1r0z	D	P
P26361	1xf9	D	NP
P26361	3si7	A	NP
P26361	1r0y	D	NP
P26361	3si7	C	NP
P26361	1r0x	B	NP
P26361	1xf9	A	NP
P26361	1q3h	C	NP
P26361	1xfa	A	NP
P26361	1r0w	A	NP
P26361	1r0w	B	NP
P26361	1r0y	B	NP
P26361	1q3h	A	NP
P26361	1q3h	B	NP
P26361	1r0w	D	NP
P26361	1r0x	D	NP
P26361	1r10	A	NP
P26361	1q3h	D	NP
P26361	1xf9	B	NP
P26361	1r0w	C	NP
P26361	1r0x	C	NP
P26361	3si7	B	NP
P26361	1xfa	B	NP
P26361	1r10	B	NP
P26361	1r0y	A	NP
P26361	1xf9	C	NP
P26361	3si7	D	NP
P26361	1r0x	A	NP
P26361	1r0y	C	NP
P27361	2zoq	A	P
P27361	2zoq	B	P
P27361	4qtb	A	NP
P27361	6ges	A	NP
P27361	4qtb	B	NP
P27361	6ges	B	NP
P27577	2kmd	A	P
P27577	2jv3	A	NP
P28482	4iza	A	P
P28482	4iza	C	P
P28482	5v60	A	P
P28482	5v61	A	P
P28482	5v62	A	P
P28482	6opg	A	P
P28482	6oph	A	P
P28482	6opi	A	P
P28482	7opm	A	P
P28482	8u8j	A	P
P28482	8u8k	A	P
P28482	4xj0	B	NP
P28482	8aod	A	NP
P28482	5k4i	A	NP
P28482	4nif	E	NP
P28482	7nr9	A	NP
P28482	4fv0	A	NP
P28482	4n0s	A	NP
P28482	1tvo	A	NP
P28482	7x4u	A	NP
P28482	7xc1	B	NP
P28482	8ao8	A	NP
P28482	6qa4	A	NP
P28482	8ao3	A	NP
P28482	8aoj	A	NP
P28482	3w55	A	NP
P28482	6slg	A	NP
P28482	4fv7	A	NP
P28482	7e75	A	NP
P28482	6q7k	A	NP
P28482	4qp1	B	NP
P28482	5nhv	A	NP
P28482	7nr8	A	NP
P28482	4qp8	A	NP
P28482	2y9q	A	NP
P28482	4h3q	A	NP
P28482	8aob	A	NP
P28482	4qp7	A	NP
P28482	5bvf	A	NP
P28482	4fv8	A	NP
P28482	6g93	A	NP
P28482	8ao5	A	NP
P28482	8aog	A	NP
P28482	4fv3	A	NP
P28482	3i5z	A	NP
P28482	5nhh	A	NP
P28482	6qaw	A	NP
P28482	5ngu	A	NP
P28482	8ao9	A	NP
P28482	4qp2	B	NP
P28482	2oji	A	NP
P28482	6qa3	A	NP
P28482	4qp3	A	NP
P28482	4qpa	B	NP
P28482	6g9m	A	NP
P28482	4zzn	A	NP
P28482	6qa1	A	NP
P28482	8ao2	A	NP
P28482	6q7s	A	NP
P28482	5bve	A	NP
P28482	4qp6	B	NP
P28482	8zjv	A	NP
P28482	5bue	A	NP
P28482	6g9d	A	NP
P28482	7w5o	B	NP
P28482	7auv	A	NP
P28482	4zzm	A	NP
P28482	4g6n	A	NP
P28482	4iz5	D	NP
P28482	2ojg	A	NP
P28482	6gdm	A	NP
P28482	6g91	A	NP
P28482	4qp4	A	NP
P28482	1wzy	A	NP
P28482	3tei	A	NP
P28482	8aoe	A	NP
P28482	6qah	A	NP
P28482	4qta	A	NP
P28482	6dmg	A	NP
P28482	4qp1	A	NP
P28482	4qpa	A	NP
P28482	5nhl	A	NP
P28482	8aof	A	NP
P28482	5lcj	A	NP
P28482	6qaq	A	NP
P28482	5nhp	A	NP
P28482	4qp9	A	NP
P28482	6ge0	A	NP
P28482	4iz7	A	NP
P28482	4fv2	A	NP
P28482	6d5y	A	NP
P28482	6nbs	A	NP
P28482	4nif	B	NP
P28482	5nhf	A	NP
P28482	7w5o	A	NP
P28482	6g9n	A	NP
P28482	4qp7	B	NP
P28482	3sa0	A	NP
P28482	7xc1	A	NP
P28482	3i60	A	NP
P28482	4h3p	A	NP
P28482	6g9h	A	NP
P28482	7nr3	A	NP
P28482	6gjd	A	NP
P28482	5bui	A	NP
P28482	8ao7	A	NP
P28482	8aoi	A	NP
P28482	4iz5	B	NP
P28482	8ao6	A	NP
P28482	5ax3	A	NP
P28482	4zzo	A	NP
P28482	6q7t	A	NP
P28482	4fv4	A	NP
P28482	4iz5	C	NP
P28482	4iz7	C	NP
P28482	4qp4	B	NP
P28482	4o6e	A	NP
P28482	4zxt	A	NP
P28482	1pme	A	NP
P28482	4g6o	A	NP
P28482	5wp1	A	NP
P28482	5bvd	A	NP
P28482	6g9a	A	NP
P28482	7nr5	A	NP
P28482	7e73	A	NP
P28482	4fv5	A	NP
P28482	4fv9	A	NP
P28482	7nqq	A	NP
P28482	8aoh	A	NP
P28482	4qp3	B	NP
P28482	4qp2	A	NP
P28482	7nqw	A	NP
P28482	6g97	A	NP
P28482	4xj0	A	NP
P28482	8aoc	A	NP
P28482	6gdq	A	NP
P28482	4h3p	D	NP
P28482	4fv1	A	NP
P28482	6g9j	A	NP
P28482	4qp6	A	NP
P28482	5nhj	A	NP
P28482	8aoa	A	NP
P28482	6rq4	A	NP
P28482	5nho	A	NP
P28482	6gjb	A	NP
P28482	4fmq	A	NP
P28482	4iz5	A	NP
P28482	2ojj	A	NP
P28482	6g8x	A	NP
P28482	6g54	A	NP
P28482	6qal	A	NP
P28482	4fux	A	NP
P28482	8ao4	A	NP
P28482	6g9k	A	NP
P28482	6g92	A	NP
P28482	6qag	A	NP
P28482	4fuy	A	NP
P28482	5buj	A	NP
P28482	4qte	A	NP
P28482	4fv6	A	NP
P28482	4qp8	B	NP
P28482	5lck	A	NP
P29317	4trl	A	P
P29317	5nke	A	NP
P29317	4pdo	B	NP
P29317	8xpv	A	NP
P29317	6fnh	C	NP
P29317	7kja	A	NP
P29317	1mqb	A	NP
P29317	8qqy	A	NP
P29317	5ia0	C	NP
P29317	6heu	A	NP
P29317	8bk0	A	NP
P29317	5nk7	A	NP
P29317	5ek7	A	NP
P29317	5nkg	A	NP
P29317	5ia0	B	NP
P29317	6hes	A	NP
P29317	6het	A	NP
P29317	5nkf	A	NP
P29317	6fnf	A	NP
P29317	5njz	A	NP
P29317	6fng	A	NP
P29317	5nkc	A	NP
P29317	5i9u	A	NP
P29317	5ia3	A	NP
P29317	6hex	A	NP
P29317	5ia1	A	NP
P29317	5nkb	A	NP
P29317	5nki	A	NP
P29317	4pdo	A	NP
P29317	6q7b	A	NP
P29317	6hey	A	NP
P29317	5ia5	A	NP
P29317	5nka	A	NP
P29317	8bok	A	NP
P29317	5i9z	A	NP
P29317	5nk0	A	NP
P29317	6q7c	A	NP
P29317	6q7d	A	NP
P29317	5nk8	A	NP
P29317	5nk6	A	NP
P29317	7kjb	A	NP
P29317	5i9w	A	NP
P29317	8bom	A	NP
P29317	7kjc	A	NP
P29317	8boh	A	NP
P29317	6q7e	A	NP
P29317	8boc	A	NP
P29317	6hew	A	NP
P29317	6q7f	A	NP
P29317	5nk3	A	NP
P29317	4p2k	A	NP
P29317	8bof	A	NP
P29317	5i9x	A	NP
P29317	5ia4	A	NP
P29317	5nk4	A	NP
P29317	8boi	A	NP
P29317	6fnh	A	NP
P29317	5nkd	A	NP
P29317	8bm8	A	NP
P29317	7kja	B	NP
P29317	8bio	A	NP
P29317	5ia0	A	NP
P29317	6fnh	B	NP
P29317	6q7g	A	NP
P29317	8bog	A	NP
P29317	5ek7	B	NP
P29317	1mqb	B	NP
P29317	5nk5	A	NP
P29317	5nk1	A	NP
P29317	5i9v	A	NP
P29317	5nk2	A	NP
P29317	5nk9	A	NP
P29317	8bod	A	NP
P29317	5nkh	A	NP
P29317	6hev	A	NP
P29317	8bin	A	NP
P29317	5i9y	A	NP
P29317	5ia2	A	NP
P29320	2qo7	A	P
P29320	2qob	A	P
P29320	2qon	A	P
P29320	2qoq	A	P
P29320	4twn	A	NP
P29320	2qol	A	NP
P29320	4p4c	A	NP
P29320	4p5q	A	NP
P29320	4gk3	A	NP
P29320	4gk4	A	NP
P29320	2qoc	A	NP
P29320	2qo2	A	NP
P29320	2qoi	A	NP
P29320	2qoo	A	NP
P29320	6in0	A	NP
P29320	4g2f	A	NP
P29320	3dzq	A	NP
P29320	3fy2	A	NP
P29320	4two	A	NP
P29320	2qo9	A	NP
P29320	3fxx	A	NP
P29322	3kul	B	P
P29322	3kul	A	NP
P29597	3lxn	A	P
P29597	3lxp	A	P
P29597	4py1	A	P
P29597	6dbk	A	P
P29597	6dbm	A	P
P29597	6vns	A	P
P29597	6vnv	A	P
P29597	6vnx	A	P
P29597	6vny	A	P
P29597	6x8f	A	P
P29597	6x8f	C	P
P29597	6x8g	A	P
P29597	7uyr	A	P
P29597	7uys	A	P
P29597	7uyt	A	P
P29597	7uyu	A	P
P29597	4gih	A	NP
P29597	5f1z	A	NP
P29597	5wal	A	NP
P29597	4gvj	A	NP
P29597	3nz0	A	NP
P29597	5f20	A	NP
P29597	4gj2	A	NP
P29597	3nyx	A	NP
P29597	6aam	A	NP
P29597	4gj3	A	NP
P29597	4gii	A	NP
P29597	4oli	A	NP
P29597	6ova	A	NP
P29597	4gfo	A	NP
P30518	7r0c	A	P
P30518	4jqi	V	NP
P30518	7kh0	R	NP
P30518	7dfa	V	NP
P30518	7bb6	A	NP
P31324	3tnq	A	P
P31324	4wbb	A	P
P31324	3tnp	E	NP
P31324	4x6q	B	NP
P31324	3tnp	B	NP
P31749	3cqu	A	P
P31749	3cqw	A	P
P31749	3mv5	A	P
P31749	3mvh	A	P
P31749	3ocb	A	P
P31749	3ocb	B	P
P31749	3ow4	A	P
P31749	3ow4	B	P
P31749	3qkk	A	P
P31749	3qkl	A	P
P31749	3qkm	A	P
P31749	4ekk	A	P
P31749	4ekk	B	P
P31749	4ekl	A	P
P31749	4gv1	A	P
P31749	6buu	A	P
P31749	6buu	B	P
P31749	6ccy	A	P
P31749	6npz	A	P
P31749	6npz	B	P
P31749	6hhj	A	NP
P31749	6hhf	A	NP
P31749	6hhi	A	NP
P31749	3o96	A	NP
P31749	7nh4	A	NP
P31751	1o6k	A	P
P31751	1o6l	A	P
P31751	2jdo	A	P
P31751	2jdr	A	P
P31751	2uw9	A	P
P31751	2x39	A	P
P31751	2xh5	A	P
P31751	3d0e	A	P
P31751	3d0e	B	P
P31751	3e87	A	P
P31751	3e87	B	P
P31751	3e88	A	P
P31751	3e88	B	P
P31751	3e8d	A	P
P31751	3e8d	B	P
P31751	1mry	A	NP
P31751	1gzo	A	NP
P31751	1gzn	A	NP
P31751	1gzk	A	NP
P31947	5ok9	A	P
P31947	5ok9	B	P
P31947	5ok9	E	P
P31947	5ok9	F	P
P31947	5okf	A	P
P31947	5okf	B	P
P31947	5okf	C	P
P31947	5okf	D	P
P31947	5om0	A	P
P31947	5om0	B	P
P31947	5oma	A	P
P31947	5oma	B	P
P31947	5oma	C	P
P31947	5oma	D	P
P31947	6t5h	A	P
P31947	6t5h	B	P
P31947	6rkm	A	NP
P31947	7oqu	A	NP
P31947	7nm3	A	NP
P31947	6y8a	A	NP
P31947	7or3	A	NP
P31947	7oqj	A	NP
P31947	6qzr	B	NP
P31947	7orh	A	NP
P31947	6tlf	A	NP
P31947	6s9q	A	NP
P31947	6rjz	A	NP
P31947	6y1j	A	NP
P31947	7nfw	A	NP
P31947	7bgw	A	NP
P31947	7nne	A	NP
P31947	6tlg	A	NP
P31947	7oqg	A	NP
P31947	7bjl	A	NP
P31947	6y7t	K	NP
P31947	6zve	A	NP
P31947	6rk8	A	NP
P31947	7org	A	NP
P31947	7nm1	A	NP
P31947	1yz5	B	NP
P31947	7ors	A	NP
P31947	6y8d	A	NP
P31947	6rwh	A	NP
P31947	6s3c	A	NP
P31947	6rm7	A	NP
P31947	6rm5	A	NP
P31947	7oq9	A	NP
P31947	6qzr	G	NP
P31947	7aog	A	NP
P31947	6rx2	A	NP
P31947	7oq8	C	NP
P31947	1yz5	A	NP
P31947	7biq	A	NP
P31947	7or5	A	NP
P31947	7bdp	A	NP
P31947	7nrl	A	NP
P31947	6qzs	B	NP
P31947	7ob8	A	NP
P31947	7njb	A	NP
P31947	6rl6	A	NP
P31947	7nle	A	NP
P31947	7bgv	A	NP
P31947	7obt	A	NP
P31947	6y8e	A	NP
P31947	7bdy	A	NP
P31947	6rl4	A	NP
P31947	6y7t	A	NP
P31947	7or8	A	NP
P31947	6rwu	A	NP
P31947	7nja	A	NP
P31947	7nk3	A	NP
P31947	7obc	A	NP
P31947	6y7t	F	NP
P31947	6y40	A	NP
P31947	6y7t	P	NP
P31947	6qzr	C	NP
P31947	7nnd	A	NP
P31947	6y3o	A	NP
P31947	7obg	A	NP
P31947	6qzr	H	NP
P31947	6rl3	A	NP
P31947	7bgr	A	NP
P31947	7obd	A	NP
P31947	7ob5	A	NP
P31947	7obl	A	NP
P31947	6s39	A	NP
P31947	7oqw	A	NP
P31947	7obh	A	NP
P31947	6qhm	A	NP
P31947	7nm9	A	NP
P31947	6qzs	A	NP
P31947	7nla	A	NP
P31947	7nr7	A	NP
P31947	6tm7	A	NP
P31947	7or7	A	NP
P31947	7nif	A	NP
P31947	7np2	A	NP
P31947	6rjq	A	NP
P31947	7nj9	A	NP
P31947	7nmh	A	NP
P31947	6slx	A	NP
P31947	6zvb	A	NP
P31947	7nmw	A	NP
P31947	6qzr	E	NP
P31947	7biw	A	NP
P31947	6qzr	F	NP
P31947	6zvd	A	NP
P31947	7niz	A	NP
P31947	6qhl	A	NP
P31947	1ywt	B	NP
P31947	7az1	A	NP
P31947	6yox	A	NP
P31947	7nix	A	NP
P31947	7nj8	A	NP
P31947	7bdt	A	NP
P31947	6s40	A	NP
P31947	7nmx	A	NP
P31947	6y3r	A	NP
P31947	7oqs	A	NP
P31947	7nsv	A	NP
