ACC_ID	PDB_Structures
O43747	1iu1_B,1iu1_A
Q99594	7zjq_C,7cnl_C,5emw_D,7cnl_B,8p0m_B,7zjq_D,8a0u_A,8a0v_D,7cnl_D,8p0m_D,7cnl_A,8a0u_B,5emw_B,8a0u_D,8a0u_C,8a0v_A,7zjq_A,8a0v_C,5emw_C,5emw_A,8p0m_A,7zjq_B,8a0v_B,8p0m_C
Q9HCJ2	3zyj_C,3zyj_A
O55029	5nzu_C,5a1v_D,5nzv_J,5a1x_D,5a1v_U,5a1y_D,5a1w_D,5nzt_C,5nzt_H,5nzv_C,5a1y_L,5a1u_D,5a1v_L,5nzs_C,5a1x_L,5nzr_C
O35305	5bnq_R,3me4_B,3me4_A,3qbq_B,3qbq_D,3me2_R,4giq_R
Q9H4K7	7of7_x,7of5_x,7odt_t,7o9k_G
Q9H171	2lnb_A,4ka4_B,4ka4_A,3eyi_B,2l4m_A,3eyi_A,4ka4_D,4ka4_E
Q9P021	7dvq_0
Q9WTR5	3k5r_B,3k6f_B,3k5r_A,3k6f_A
P51685	8kfx_R,8kfz_R,8kfy_R
Q96MX6	3i2n_A
Q14626	8dpt_C,8qy4_E,6o4p_A,8dpu_R,8dpu_F,8dps_F,8dps_C,8dpt_F,8qy4_B,8dpu_L,8dpu_O,6o4p_B,8dpu_I,8dpu_C
P15814	2lkq_A,2h32_B,2h3n_D,2h3n_B
Q9BQ50	1y97_B,1y97_A
Q86V24	6yxf_A,6yxd_A,5lxa_A,6ks1_A,5lwy_A,6yx9_A,6yxg_A,5lx9_A
Q92560	8h1t_L
O08603	1jfm_C,1jfm_A,1jfm_B,1jfm_E,4pp8_D,1jfm_D,4pp8_C
O75150	8gui_L,8guj_L,8iej_A
P13984	1f3u_G,7egc_T,8wax_T,5iy9_T,8wb0_T,7edx_T,7enc_FB,5iyd_T,7lbm_T,1f3u_E,8wan_T,8wao_T,8wat_T,8s51_R,8gxs_FB,7nvy_R,8waq_T,7zwd_R,7ega_T,8s54_R,8bvw_R,5iy8_T,8byq_R,8was_T,8wau_T,5iy6_T,8wal_T,7eg9_T,8bz1_R,7ena_FB,1f3u_C,8waz_T,1f3u_A,8war_T,7nvz_R,5iyb_T,7zx8_R,8wap_T,7zx7_R,7egb_T,7eg8_T,7eg7_T,8way_T,7nvt_R,5iyc_T,8s5n_R,7nvs_R,8gxq_FB,5iy7_T,8wav_T,7nvu_R,8s52_R,5iya_T,8wak_T,8waw_T,6o9l_T,8s55_R,7nvr_R,7nw0_R,1bby_A,2bby_A
P62753	6zon_r,8xxm_SG,5vyc_G4,6zv6_G,8xsy_SG,6xa1_SG,4ug0_SG,6g5h_G,8xxn_SG,8ifd_3H,6zmi_SG,5vyc_G5,8jdl_3,8g60_SG,7r4x_G,8g5y_SG,5vyc_G1,8pj5_S,5vyc_G6,7k5i_G,6zxd_G,8ife_3H,6ole_SG,8yoo_SG,5vyc_G3,6zok_G,7wtx_G,6zn5_G,4v6x_AG,8pj6_S,9bln_S,7zjx_SR,5lks_SG,8xsz_SG,7qp7_S,8k2c_SG,6g4w_G,7wtu_G,7mqa_L6,6zxe_G,7tql_G,6fec_q,8pj4_S,6ybw_S,8glp_SG,6ip6_3H,5aj0_BG,6zlw_G,6g4s_G,7wts_G,6om0_SG,7wu0_G,5vyc_G2,8jdm_3,8xxl_SG,6olz_BG,5a2q_G,7qp6_S,7xnx_SG,7qvp_RG,6g18_G,7zjw_SR,6zoj_G,6qzp_SG,8yop_SG,6zme_SG,5t2c_AK,8jdk_3,8oz0_S,6ip8_3H,9bkd_S,8jdj_3,8ppl_AG,6ip5_3H,8y0w_SG,6z6n_SG,7xny_SG,7mq8_L6,6zxh_G,6zxf_G,6zvh_G,8t4s_G,8pj3_S,8g61_SG,6g51_G,8qoi_SG,8xsx_SG,6olg_BG,6zmw_S,7a09_r,8ppk_G,6zvj_r,6y2l_SG,7wtt_G,8y0x_SG,6oli_SG,6g53_G,7qvp_SG,5flx_G,5oa3_G,6zmt_G,7wtz_G,6zuo_G,7wtv_G,6g5i_G,6y0g_SG,6zp4_r,8pj2_S,6zm7_SG,6y57_SG,8g6j_SG,6zmo_SG,7wtw_G,7mq9_L6,8pj1_S,6z6m_SG,6zxg_G,6om7_SG,6olf_SG,8g5z_SG,6z6l_SG
P00846	8h9m_N,8ki3_N,8h9t_N,8h9s_N,8h9q_N,8h9v_N,8h9j_N,8h9f_N,8h9u_N,8khf_N
P56178	4rdu_D,4rdu_A,2djn_A
Q5T4F4	1x4u_A
O94888	2dal_A,2dlx_A,5x3p_B,5x4l_C,5x3p_A,1wj4_A,5x4l_D,5x3p_C
P07607	6f6z_B,4eb4_D,4ein_A,5fct_B,4eb4_B,4e5o_A,3ihi_B,4e5o_F,6y08_A,6gko_A,6gko_B,6gyj_A,5fct_A,4eb4_A,4e5o_B,3ihi_A,6f6z_A,4e5o_D,6y08_B,4eb4_C,6gyj_B,4e5o_C,4ein_B,4ez8_A,4e5o_E
Q96B86	4uhy_C,6z3g_B
P09216	1gmi_A
P30882	5yam_A,5yam_B
Q96RT7	8q62_L,7qja_L,7qje_L,7qj7_L,8vrd_T,7qj4_L,6v6c_L,7qjd_c,7qj6_L,6x0u_D,8vrd_P,7qj8_c,7qj7_c,7as4_4,7qj1_L,7qj8_L,7qj0_L,6m33_A
A4GXA9	7f6l_B
P18525	1ar1_C,3hb3_C,3ehb_C,1mqk_H
Q9DCL8	2o8g_J,2o8a_J
Q13451	7aou_A,4drp_A,4jfi_A,6tx8_A,9eud_A,4drn_A,7awx_A,9eu8_B,8chr_A,8r5k_A,7apw_A,7b9z_A,4drk_A,7b9y_A,3o5j_A,9ey3_A,8pj8_A,8chn_A,8ccb_A,7ba0_A,6tx6_A,9eua_A,7aot_A,4dri_A,5obk_A,3o5k_D,7a6x_AAA,4tx0_A,6txx_A,6saf_A,8baj_A,7l7i_C,4w9p_A,3o5i_A,4jfj_A,3o5m_B,7a6w_BBB,8ccf_A,5diu_A,7aps_B,3o5l_A,6txx_B,3o5m_A,1kt0_A,3o5k_C,9eu7_A,9eu8_A,3o5o_A,4w9q_A,3o5p_A,8cch_A,7etu_A,8ccd_A,9eub_B,9eub_A,8cce_A,9ey4_A,6tx4_A,4drm_A,5dit_A,4drh_A,8pc2_G,4jfk_A,3o5r_A,8ccc_A,6tx5_A,4dro_A,9euc_B,3o5e_A,7a6w_AAA,3o5d_B,5bxj_A,4r0x_A,9eud_B,8ccg_A,9eu7_B,4tw7_A,8chq_A,9eu9_A,9euc_A,7etv_A,3o5i_B,5njx_A,3o5d_A,3o5k_B,9eu9_B,4w9o_A,5div_A,7aps_A,4tw6_A,7awf_A,4jfm_A,7ett_A,7awx_B,3o5g_A,8ba6_A,4w9o_E,4drq_A,9eu6_B,7apq_A,5omp_A,6tx7_A,8chp_A,9eue_A,9eu6_A,3o5k_A,3o5f_A,4drh_D,8pc2_H,8ffw_D,9eue_B,4jfl_A,7r0l_A,8pja_A,7apt_A,4w9p_E,4drk_B,9eua_B,3o5q_A,6tx9_A,8cca_A
Q93099	1ey2_A,1eyb_A
Q96B67	4r7v_A,4r7x_A,4r7x_B
P20070	1ib0_A,1qx4_B,1i7p_A,1qx4_A
Q9EQJ0	6c96_B,6c96_A,6c9a_B,6c9a_A
Q8IY82	8j07_7
Q9Y2G2	7jkq_C,7jkq_B,7jn7_B,7jn7_C,6xkj_K,6xkj_L,6xkj_D,6xkj_J,6xkj_F,6k9f_L,6k9f_K,6k9f_B,6xkj_A,6k9f_C,6xkj_N,6xkj_H,6xkj_C,6k9f_G,6xkj_O,6xkj_G,6k9f_H,6xkj_I,6k9f_I,6k9f_E,6k9f_J,6k9f_A,6xkj_B,6xkj_P,6xkj_E,6xkj_M,6k9f_D,6k9f_F
P21279	5do9_C,4qj4_A,4gnk_A,4ekd_A,7sq2_A,5do9_A,4ekc_C,5do9_E,4qj3_A,4qj5_A,4gnk_C,4ekc_A
Q02643	2xdg_B,2xdg_A,7cz5_R
Q96DF8	9fmd_3
P60508	7oix_A,1y4m_C,1y4m_A,6rx3_A,6rx3_B,6rx3_C,1y4m_B
Q6NZB1	5lv5_A,6sqi_A,4c03_B,4c07_A,6sqk_B,6sq4_B,7p2r_B,4c08_A,5fqn_A,6sqh_A,4c06_A,6sq4_A,7nud_B,7nud_A,4c03_A,7p2r_A,5fqo_A,6sq3_B,5lv4_A,4c04_A,7nue_B,4c05_A,6sq3_A,6sqh_B,6sqk_A,7nue_A
P63081	9b8o_j,7uzf_l,9brc_n,9brc_l,7uzi_o,6vqh_h,9b8o_g,6vqh_i,9b8o_m,7uzh_j,6vqc_n,9brb_o,6vq7_g,7uzh_i,9brc_g,7uzh_h,6vqc_o,6vqc_m,6vqc_i,7uzi_m,6vqc_k,7uzf_j,9brb_m,9brd_o,6vqg_l,7uzh_l,7uzg_h,6vq8_k,9b8o_o,6vqc_l,7uzi_l,7uzg_m,9brb_g,6vq6_h,7uzi_h,7uzf_m,9b8o_h,9b8o_l,6vq7_h,7uzg_k,7uzh_g,6vq8_n,7uzi_k,7uzg_o,7uzi_n,6vq8_i,9brd_k,9brb_i,7uzh_k,9brd_j,6vqh_m,6vqh_j,7uzf_g,9brc_o,6vq6_n,9brd_i,6vqg_o,6vqc_j,7uzf_n,6vqg_h,6vq6_g,9brb_l,9brd_l,6vq6_j,6vqg_i,6vqc_h,6vq7_i,7uzi_j,6vqh_g,9brb_k,6vqh_o,7uzi_i,9brc_k,6vq6_o,6vqh_k,7uzf_o,6vq7_n,6vq8_j,6vqg_g,6vqh_l,9brc_i,9brc_h,7uzf_i,6vq8_h,9brd_g,6vq7_o,6vq6_i,9b8o_n,9brc_m,6vq6_m,9brd_h,6vq7_j,6vqg_m,9b8o_i,6vq7_k,7uzi_g,9brb_h,7uzh_n,6vq7_l,7uzg_n,9brb_n,6vq8_m,9b8o_k,6vq6_l,7uzg_l,6vqg_j,6vq6_k,7uzg_i,6vq7_m,6vqc_g,9brd_n,6vq8_g,6vq8_o,7uzf_k,6vqh_n,9brb_j,7uzg_g,7uzg_j,6vq8_l,6vqg_k,7uzh_m,7uzh_o,9brc_j,9brd_m,7uzf_h,6vqg_n
Q93088	8d45_D,4m3p_D,8d45_A,4m3p_A,8d45_B,8d45_C,1lt8_A,4m3p_B,1lt8_B
P02748	5fmw_O,6h03_M,5fmw_E,6h04_I,6h03_I,6h03_S,5fmw_B,6dlw_C,5fmw_N,6h03_L,5fmw_H,8b0h_I,6h04_W,8de6_A,6h04_G,5fmw_M,6dlw_S,6h03_V,6dlw_K,6h03_Q,6h04_L,5fmw_G,5fmw_L,5fmw_P,6h03_J,5fmw_R,8b0g_H,6h04_K,6h03_R,5fmw_C,6h04_U,6h04_V,6h04_Q,6h03_K,5fmw_T,6h04_R,6h03_P,6h03_O,6h04_T,6h03_W,6dlw_E,6h03_H,6dlw_M,6dlw_O,6h04_S,6h03_X,6dlw_U,5fmw_I,6dlw_G,5fmw_D,5fmw_S,7nyd_G,6h03_T,5fmw_J,5fmw_K,6h03_G,5fmw_U,6h04_N,6h03_N,5fmw_V,7nyc_H,6h04_X,6h04_H,6h03_U,5fmw_A,5fmw_F,6h04_P,6dlw_A,6h04_O,6dlw_Q,6dlw_I,5fmw_Q,6h04_J,6h04_M,8de6_G
Q6ZS72	8dp5_A,8ds6_A,8dp5_B,8ds6_B
Q9Y3C6	7qtt_p,8i0t_S,7w5a_S,6qdv_i,6ff7_V,6icz_S,8ch6_p,6ff4_V,2x7k_A,5yzg_S,5xjc_S,5z57_S,8c6j_i,8i0w_S,6id0_S,6zym_V,7w5b_S,1xwn_A,7w59_S,8i0u_S,8i0s_S,5mqf_V,5z56_S,6id1_S,9fmd_S,2k7n_A,8i0v_S
P49662	7wr4_C,6kmz_C,8j6k_A,6kmz_B,8spb_a,8spb_A,7wr6_A,7wr5_C,6kmz_D,6kmz_A,6kmz_c,6kmz_b,8spb_B,8j6k_a,8spb_b,6kmz_a,6kmz_d
P61221	6zvj_1,7a09_J,6zme_CI
Q9UEU0	2v8s_V
P51797	8jpj_B,8jpo_B,8jpo_A
Q9CY58	7ls2_A
P36888	7zv9_F,7qdp_G,3qs7_G,7zv9_J,3qs7_E,7zv9_B,7zv9_D,3qs9_H,7zv9_P,7zv9_H,7zv9_L,3qs9_E,3qs7_H,3qs7_F,7zv9_N,6jqr_A,4xuf_B,4xuf_A,1rjb_A,6il3_A,5x02_A
P00734	1nt1_A,2cf8_H,4dii_H,2c90_B,6z48_F,2h9t_H,2zfq_H,1a3b_H,4ue7_H,1dx5_N,1ypg_H,3gic_B,3rly_H,4ch8_H,1dwc_H,8asf_H,1dx5_M,6tkl_H,1c1v_H,2hpp_H,1nu9_A,3eq0_H,5e8e_H,1g37_A,1c1w_H,2zhq_H,6t56_H,8bw5_H,1nrp_H,6c2w_B,1dwd_H,1mue_B,5nhu_C,1tq0_B,1xmn_B,1a4w_H,1vr1_H,3bei_B,7ntu_B,5jdu_D,1nrn_H,1c4y_2,4dt7_D,6tkg_H,6ysx_H,3bf6_H,1ba8_B,7zkn_B,1lhc_H,3vxf_H,6cym_A,2ziq_H,1abj_H,6gn7_H,1mh0_B,3si4_H,6ysj_H,2afq_B,1ad8_H,4e7r_H,4mlf_B,6zun_H,4lxb_H,7mj5_G,3bef_E,1tmb_H,4boh_H,3tu7_H,6yhg_H,6tkh_H,4ch8_B,6t57_H,1de7_H,1hxe_H,2jh5_D,1gj5_H,5a2m_H,3hkj_B,4e7r_G,5gds_H,1k21_H,3pmh_B,5nhu_A,4ch8_D,3p6z_H,6t8a_H,6pxq_B,3da9_B,6evv_H,6pxj_B,1g32_B,2bvs_H,1o0d_H,6z48_H,7zkm_H,1aix_H,1jou_F,5af9_H,4ueh_H,7tpp_E,2thf_B,5gim_B,1g30_B,6z8x_H,1nu7_F,3hkj_E,3p70_F,3rm0_H,3hat_H,3jz2_B,1xmn_F,6z8v_H,2c93_B,1shh_B,5afz_H,1no9_H,1awf_H,4ufe_H,3gis_B,1ai8_H,4uff_H,6gwe_A,1sfq_E,3qlp_H,1ypk_H,2bdy_A,1vzq_H,1ghx_H,4rko_B,2a45_B,2jh0_D,2uuf_B,1tmu_H,4udw_H,3rmo_H,6yhj_H,5edk_A,3sqh_E,1o2g_H,3u8r_H,1ype_H,1uma_H,6t7h_B,2fes_H,1sfq_B,2hpq_H,8tqs_H,2c8x_B,3ldx_H,3u8o_H,1hlt_K,1tom_H,1b7x_B,1ny2_2,1d3q_B,6tki_H,1bmm_H,4ax9_H,1dx5_P,6y02_H,1c4v_2,8uf7_C,1dm4_B,4ch2_B,1c5n_H,1z8j_B,1xm1_A,6eo6_H,3qto_H,2jh6_D,1nrr_H,4h6s_B,1tmt_H,1lhd_H,1ths_H,6yb6_H,3b23_B,7mj5_M,1ay6_H,4rn6_A,1thr_H,7mj5_C,6yqv_H,2feq_H,1a3e_H,4boh_A,1ae8_H,1o5g_H,1d3d_B,1nu9_D,1tb6_H,3qtv_H,5jfd_H,2v3h_H,3u8t_H,4baq_B,4hfp_B,1sg8_E,1k22_H,3sqe_E,1eb1_H,1hao_H,1hap_H,3u9a_H,5lpd_H,8asf_B,3htc_H,1tbz_H,1nu7_B,1d6w_A,2anm_H,2gp9_B,6eo7_H,3s7h_B,3e6p_H,1jwt_A,1iht_H,1nrs_H,7zkn_D,4e05_H,7mj5_H,6eo8_H,1qj1_B,1fph_H,3shc_H,6p9u_F,1mu6_B,1hdt_H,6pxj_H,1abi_H,6ymp_H,6t3q_H,3bef_B,6z48_B,3biu_H,6gbw_H,3p17_H,8ase_H,5ahg_H,6zv7_H,1hut_H,2zi2_H,1rd3_B,7ntu_D,1hgt_H,6rot_H,1e0f_D,2zff_H,5ew2_H,4bah_B,6t53_H,3rml_H,3lu9_B,1mh0_A,2uuj_B,1hlt_H,4lz4_B,1dit_H,6y9h_H,1hag_E,3p6z_B,5jzy_H,1ta6_A,1bth_K,6tkj_H,2zdv_H,6tdt_H,3nxp_A,1bth_H,6t89_H,4h6t_A,3sv2_H,2hwl_B,4ayy_B,2zfp_H,4ufd_H,4bam_B,6p9u_D,1e0f_F,4e06_H,8kme_2,6t4a_H,3rmn_H,2pgq_B,1qj6_B,1thp_B,1e0f_E,6i51_H,1z8i_B,1eoj_A,1c5l_H,2zhf_H,1hxf_H,1way_B,2zg0_H,2cn0_H,1c5o_H,6eo9_H,4thn_H,4dy7_B,2pw8_H,1d3t_B,2zc9_H,1b5g_H,3biv_H,2hwl_D,6zv8_H,1t4v_H,6v64_B,1hah_H,3f68_H,2zo3_H,6zuu_H,4hfp_D,2hgt_H,4bao_B,1qur_H,1a46_H,6z8w_H,1jou_D,3dhk_H,4dy7_E,1nzq_H,1qhr_B,3s7k_B,3si3_H,9cth_D,2a45_E,1ktt_B,5mjt_H,1wbg_B,1sgi_B,3lu9_E,2zhw_H,4lz1_H,3bv9_B,1ghv_H,6t7h_H,3qgn_B,1a2c_H,5afy_H,5jdu_B,1jmo_H,5cmx_H,6cym_C,7mj5_E,3sha_H,1tq0_D,5l6n_H,1mu8_B,1kts_B,1nro_H,2zgx_H,1ghw_H,3c1k_A,1ypm_H,1lhg_H,1nm6_A,1awh_B,1a5g_H,1d4p_B,1dwe_H,3uwj_H,2bxt_H,1a61_H,8ase_B,1d9i_A,3c27_B,1h8i_H,3gis_F,2zfr_H,2a0q_D,6z48_D,1hbt_H,1t4u_H,7ac9_H,4o03_A,3dd2_H,5ew1_H,3p70_B,3dux_H,1twx_B,1sg8_B,2r2m_B,3qwc_H,4htc_H,1c4u_2,5lce_H,1zgv_A,4rkj_B,1qj7_B,4az2_B,2znk_H,5edm_A,6t52_H,2zf0_H,1ghy_H,6zuh_H,1ppb_H,1zrb_A,3r3g_B,1ihs_H,2zda_H,7kme_H,1rd3_D,1tq7_B,6zug_H,2gde_H,2od3_B,1bcu_H,3b9f_H,1eol_A,1gj4_H,6yn3_H,3qx5_H,4ufg_H,1hai_H,3u98_H,3jz1_B,1ca8_B,3rmm_H,4bak_B,1dwb_H,1doj_A,2c8y_B,7mj5_J,1oyt_H,3s7k_D,4lz4_D,4ch8_F,3gis_D,6zux_H,2bxu_H,1de7_K,2a2x_H,4ch2_D,2a0q_B,4ayv_B,3t5f_H,1xmn_D,7zkl_H,1ta2_A,1ypl_H,2b5t_D,7zko_H,6c2w_A,2zgb_H,5nhu_H,1awh_D,2ank_H,6p9u_H,3ee0_B,1afe_H,1z71_A,1bb0_B,1zgi_A,2c8z_B,4rn6_B,6p9u_B,2bvr_H,3qdz_B,1lhf_H,1uvs_H,5mm6_H,3rm2_H,6bjr_A,1xmn_H,1lhe_H,6zgo_H,1dx5_O,1sr5_C,1p8v_C,6t55_H,3vxe_H,1sgi_E,1jou_B,1d3p_B,4loy_H,4ban_B,2bvx_H,1aht_H,6gwe_H,4ud9_H,6t3m_H,2b5t_B,4hzh_A,7sr9_B,3p70_D,1ypj_H,2v3o_H,1sl3_A,3rlw_H,3qdz_D,2uuk_B,2cf9_H,3utu_H,1c1u_H,1qbv_H,2afq_D,1sb1_H,6hsx_H,4dt7_B,4yes_B,6t54_H,4i7y_H,6zuw_H,2pgb_B,4nzq_A,1nrq_H,3u69_H,1h8d_H,4dih_H,6v5t_E,7phx_H,3p70_H,2c8w_B,3egk_H,2zhe_H,1w7g_H,6fjt_H,3d49_H,5do4_H,1shh_E,1fpc_H,3k65_B,1ook_B,1bmn_H,3dt0_H,6px5_B,5mls_H,3e6p_L,3k65_A,2hpq_P,6px5_X,5mm6_L,6t3q_L,7ntu_A,3da9_A,1z8j_A,2zgb_L,3p70_A,4ufe_L,1awh_C,1o2g_L,4dt7_C,6ymp_L,4hfp_C,6evv_L,3eq0_L,2a45_D,3u9a_L,1d3p_A,1sfq_D,3dhk_L,3biu_L,2ziq_L,1tb6_L,2a0q_C,3hkj_A,1xmn_C,6eo8_L,6t53_L,6t89_L,4e7r_M,2pks_A,2hwl_C,1ook_A,8ase_L,3gis_A,5ew2_L,2anm_L,4ayv_A,4ax9_L,6t57_L,1bmn_L,5e8e_L,1hxe_L,1sg8_D,3rm0_L,6gwe_B,5to3_A,1hxf_L,1d4p_A,3d49_L,6p9u_E,6gwe_L,5ahg_L,2zc9_L,1ae8_L,6v64_A,3u98_L,1sgi_D,3qwc_L,7zkl_L,1tmu_L,2jh0_C,1uma_L,1mue_A,1ype_L,1dwb_L,1rd3_A,8asf_L,6tkj_L,7kme_L,1lhe_L,2gde_L,5jdu_A,6cym_D,1aix_L,1ny2_1,3si4_L,4bak_A,7phx_L,1shh_D,1gj5_L,1ypm_L,1hah_L,4ue7_L,6y9h_L,1oyt_L,6tkh_L,3ee0_A,5gds_L,7sr9_A,4ch8_G,4bao_A,1shh_A,1a3e_L,1sfq_A,1hdt_L,4htc_L,7mj5_I,1c1u_L,3qdz_A,4e05_L,1lhc_L,4bam_A,1hai_L,1o5g_L,2thf_A,6tkl_L,1sgi_A,1xmn_G,1dit_L,2bvr_L,4ban_A,4rko_A,1lhf_L,5jfd_L,3shc_L,1nro_L,1abi_L,1xmn_E,6zuh_L,3u69_L,4h6s_A,6z48_A,6cym_B,4ch2_A,6t4a_L,7mj5_L,3egk_L,1vr1_L,1a46_L,1tq0_C,8kme_1,4ch8_C,2jh5_C,3rlw_L,1d3d_A,1ghy_L,5gim_A,4e06_L,4dt7_A,4ch8_E,7zkn_C,1aht_L,2b5t_C,4dih_L,2zhe_L,6yb6_L,2znk_L,2c8x_A,7ac9_L,4uff_L,4dy7_A,1awf_L,3rmm_L,1tq0_A,1hlt_L,1d3t_A,1c4y_1,1nzq_L,2zfp_L,7mj5_K,1uvs_L,2cn0_L,3s7h_A,1k21_L,6t3m_L,1o0d_L,1ppb_L,2v3o_L,2zgx_L,1d3q_A,6z8v_L,1c1w_L,3bf6_L,4ueh_L,1c5o_L,3vxf_L,7mj5_F,3p17_L,1ypl_L,1bmm_L,1jou_A,2hpq_L,3bef_D,5mjt_L,2v3h_L,4hfp_A,6ysj_L,3pmh_A,3jz1_A,6t54_L,1ypg_L,3sha_L,2c8w_A,2hpp_L,4lz4_A,1ghx_L,2ank_L,1no9_L,1kts_A,6t7h_A,3hat_L,1de7_L,2pw8_L,1t4v_L,1e0f_B,2zi2_L,2a45_A,1c5l_L,3hkj_D,6zv8_L,3utu_L,2pgq_A,3c27_A,1ihs_L,1ghw_L,1ay6_L,4ch8_A,3rly_L,6z48_E,2bvs_L,3qto_L,5af9_L,3si3_L,1b7x_A,2zf0_L,4az2_A,1nrn_L,2cf8_L,3f68_L,3rm2_L,1rd3_C,1h8d_L,1a5g_L,1twx_A,1lhd_L,1e0f_C,6yhg_L,3tu7_L,3gis_C,1hlt_J,1ba8_A,3qgn_A,1ghv_L,6pxq_A,5jzy_L,4lxb_L,2c8y_A,3jz2_A,1h8i_L,5lpd_L,6hsx_L,6eo7_L,2bvx_L,2zhq_L,7zko_L,2afq_C,3htc_L,6yhj_L,5jdu_C,4ayy_A,2c90_A,1mu8_A,7mj5_D,2b5t_A,3rmo_L,1wbg_A,3qx5_L,3u8t_L,3lu9_D,4loy_L,1jmo_L,1ai8_L,3qdz_C,3sv2_L,1lhg_L,1mu6_A,3s7k_A,6eo9_L,6eo6_L,3dux_L,1thr_L,1e0f_A,3vxe_L,4boh_L,6zug_L,2zg0_L,1w7g_L,1jou_E,6p9u_C,6ysx_L,1tbz_L,6zgo_L,3p6z_A,1way_A,5mls_L,6t52_L,6z48_C,6zuw_L,1bb0_A,1fph_L,6zux_L,6yn3_L,3p70_C,2uuk_A,4i7y_L,3dd2_L,1qj6_A,2afq_A,4ufg_L,4e7r_L,3rml_L,8ase_A,3bv9_A,1a2c_L,6gn7_L,6tki_L,6z8x_L,6z48_L,6zun_L,2a0q_A,2gp9_A,1sb1_L,1qbv_L,3u8r_L,3qtv_L,2fes_L,1bhx_A,1ca8_A,1abj_L,1ths_L,1hap_L,1t4u_L,1g32_A,1p8v_B,5lce_L,2bxu_L,3u8o_L,5do4_L,1nrs_L,6pxj_A,3bef_A,1c5n_L,6t8a_L,4ch2_C,3qlp_L,2zff_L,4mlf_A,8asf_A,1tmb_L,5afz_L,1dwd_L,6pxj_L,6t7h_L,7zkm_L,6zv7_L,3biv_L,4dii_L,2bxt_L,4yes_A,6gbw_L,1dm4_A,1gj4_L,4udw_L,2zo3_L,2zda_L,3p6z_G,1hbt_L,2jh6_C,7ntu_C,1tom_L,7mj5_B,1c4u_1,4lz4_C,1hut_L,1dx5_A,1c4v_1,1ktt_A,1fpc_L,3ldx_L,6tkg_L,5ew1_L,7zkn_A,1thp_A,6yqv_L,1awh_A,2zdv_L,2hnt_L,1sg8_A,1eb1_L,5nhu_B,8tqs_L,3uwj_L,2pgb_A,2zfq_L,1hgt_L,3b23_A,2c8z_A,5afy_L,1sr5_B,1ypk_L,3gic_A,1tmt_L,4lz1_L,8bw5_L,4dy7_D,3bei_A,6tdt_L,5nhu_L,2hwl_A,1bcu_L,3s7k_C,5l6n_L,6zuu_L,1dx5_B,1qj1_A,1dwe_L,2zhw_L,6p9u_G,3rmn_L,6y02_L,5a2m_L,1nrr_L,2feq_L,1nu7_A,1a61_L,1b5g_L,1vzq_L,1dx5_D,6t55_L,2zhf_L,6t56_L,1nrp_L,1g30_A,6i51_L,1a4w_L,4boh_B,1k22_L,4baq_A,6rot_L,5cmx_L,6fjt_L,2cf9_L,2hgt_L,2od3_A,4ud9_L,1riw_A,1nu7_E,1a3b_L,3r3g_A,1jou_C,3p70_E,2c93_A,2uuf_A,4ufd_L,3po1_A,1de7_J,3gis_E,1bth_J,1dwc_L,4bah_A,3p70_G,2a2x_L,1afe_L,1ad8_L,1c1v_L,5nhu_D,1qhr_A,2uuj_A,1z8i_A,3lu9_A,1xmn_A,4rkj_A,1tq7_A,1iht_L,3dt0_L,2zfr_L,1qj7_A,6p9u_A,1ypj_L,1dx5_C,1bth_L,6z8w_L,3b9f_L,2h9t_L,1qur_L,2r2m_A,1nrq_L,1hao_L,3t5f_L,4thn_L,1bhx_B,1riw_B,2pks_B,2hnt_E,3po1_B,2hnt_C,3po1_C,1riw_C,1bhx_F,2hnt_F,2pks_C
P18508	6dw0_D,6dw1_D
Q96E17	6y7g_A,6y7g_B
Q5SPW0	3n1e_A,3n1b_B,3n1b_A,3n1e_B
Q6P3S1	3tw8_C
Q9QYM2	3uel_C,3uel_B,3uel_A,3uek_A
O95154	2clp_A,2clp_D,2clp_I,2clp_B,2clp_E,2clp_C,2clp_F,2clp_K,2clp_H,2clp_J,2clp_G
P14136	6a9p_G,6a9p_H,6a9p_F,6a9p_B,6a9p_C,6a9p_D,6a9p_E,6a9p_A
A0A140LI67	5zds_A
Q61730	5vi4_C,5vi4_F,4yfd_B
O95749	6g32_B,2q80_A,6g31_K,2q80_E,6r4v_D,6r4v_A,2q80_C,6g32_E,6g31_B,6g31_A,6r4v_F,2q80_B,6g31_J,6g31_L,6g31_D,6r4v_B,6g31_I,2q80_F,6g31_H,6g32_A,6g32_F,6g32_C,6r4v_E,6c57_A,6g31_G,6g32_D,6c56_A,6g31_F,6g31_C,6r4v_C,2q80_D
Q9DCS9	8pw7_p1,6g2j_p,8rgq_p,7psa_p,8pw5_p1,8rgp_p,6g72_p,8olt_p,8rgt_p,8pw6_p1,8ca3_p,7ak5_p,8rgr_p,8c2s_p,7ak6_p,6ztq_p,7b93_p,8om1_p,8ca5_p,6zr2_p
